"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"10057","Reza","Reza Karasvati","Rz","F","Near Human","Born in space","Unaffiliated","Independent","Private Security Specialist","","Political dissident, soldier of fortune, rescuer of damsels in distress. Ask about our special low rates for curvy blondes.","Sat Dec 22 20:27:35 2012","**NONE**","**NONE**","**NONE**","","","","Reza has killed: 1 PCs."
"10059","zersiax","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon May 14 10:08:58 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10062","Malus","Lorn Rhys","Lorn","Male","Human","Unknown","Imperial","Independent","Balanced Chaos","","Everything that has transpired has done so according to my design.","Tue Jun 23 21:24:00 2026","**NONE**","[redacted-email]","**NONE**","","","","Malus Soundtrack:
https://music.youtube.com/playlist?list=PLubagS_ekzOQC8QKhtNYeytpkNldPlC6u&si=poePJRmrZTd9JIwn

Malus Quote of the Whenever:
There shall arise a king, impudent and skilled in intrigue. He shall be strong and powerful, bring about fearful ruin, and succeed in his undertaking. He shall destroy powerful peoples; his cunning shall be against the holy ones, his treacherous conduct shall succeed. He shall be proud of heart and destroy many by stealth.... -Daniel 8:23-25"
"10069","Anke","Anke Strahd","Ana","F","Human","","Unaffiliated","Independent","Student","","Dissent, rebellion, all around hell-raising.","Fri Apr 08 02:18:08 2016","**NONE**","**NONE**","**NONE**","","","","In SW1: The Movie, Anke would be played by Meret Becker."
"10079","Marak","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Aug 11 11:03:44 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10081","Danir","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Aug 16 12:18:42 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10084","Ayam","Ayam Kor","iam","Female","Twi'lek","Ryloth","Unknown","CSA","Corporate Executive","NovaCom Cybertronics","+BACKGROUND AYAM 0       Business Card: +BACKGROUND AYAM 9","Tue Jul 17 18:33:57 2012","**NONE**","**NONE**","[redacted]","Whoops! missed me, send @mail please.","","","I came to RP!                Pronunciation: I-am
 Timezone: Pacific US(West Coast)    Movie: Ayam'd be played by Jennifer Lopez
 Creation Age: 22 years, 236 days, 1 hour, 54 minutes, 28 seconds 
...______ _...................._..........................
..(_).|..| |..................| |.........................
......|..| |.....__,..._.._...| |...........__............
...._.|..|/.\.../  |../.|/.|..|/_)...|...|./  \_|...|.....
...-_/...|...|_/\_/|_/..|..|_/|.\_/...\_/|/\__/..\_/|_/...
......................................../|................
........................................\|................"
"10089","Guddo","Guddo Sleen","OG","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Aug 05 19:25:35 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10091","Sabin","Sabin Meyer","Meyer","Male","Human","","Unaffiliated","Independent","Unemployed","","Under development","Thu Dec 31 18:29:11 2015","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"10096","Bbobo","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Jun 29 04:05:44 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10099","Isard","Ysanne Isard","Ice","Female","Human","Coruscant","Imperial","Imperial Military","Head of Intelligence","Imperial Intelligence","Rogue Squadron novels by Michael Stackpole","Mon Mar 10 20:41:50 2025","**NONE**","**NONE**","**NONE**","","","","I am a Feature Character. (SWINFO FC)"
"10105","Tarroc","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Nov 06 19:28:18 2008","**NONE**","**NONE**","**NONE**","","","","Emeritus!"
"10106","Xy'lear","Xy'lear Dagnmith","Xy","male","Near Human","","Imperial","Independent","Unknown","","**NONE**","Sun Aug 15 12:03:35 2010","**NONE**","**NONE**","[redacted]","","","","I adore character development and roleplay that stimulates the mind. I am page friendly."
"10108","Lianna","Lianna Blackledge","Li","Female","Human","Chandrila","New Republic","Republic Military","New Republic Fleet Officer","","**NONE**","Thu Jun 04 03:04:09 2009","**NONE**","**NONE**","**NONE**","","","","Yes, I am the old Lianna from a couple of years ago. No, I am not playing Lianna @ SW 2, though I am starting to think I really got to meet her :)"
"10112","varthan","**NONE**","**NONE**","**NONE**","Human","","Imperial","**NONE**","**NONE**","","**NONE**","Fri Oct 03 08:26:20 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10154","Jarek","Jarek Syris","Jare","Male","Human","Thyferra","Unknown","Unknown","Being hazardous to your health.","","+Background Jarek 1, 2, and 3","Wed Sep 14 13:22:30 2011","**NONE**","[redacted-email]","**NONE**","","",""," I look like: http://img.photobucket.com/albums/v604/MagicMan_rj/Jarek.jpg 

--=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=--
   I have 0 @mails, 0 unread. My +finger info has been checked 1 times today.   

                   I have graced the MUSH for: 7588d  2h 57m 38s

                        IC Age: 43yrs 288d  2h 57m 38s.                         
--=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=--
Noteable Rolls:
<SKILL> Jarek rolls a 39 for his DODGE skill. A Heroic roll! 
<SKILL> Jarek rolls a 25 for his SENSE skill. An Excellent roll!"
"10157","Severn","Argus","arg","**NONE**","Unknown","","Unaffiliated","Independent","**NONE**","","Shady","Mon Jan 26 09:02:31 2009","[redacted]","[redacted-email]","**NONE**","","","","Star Wars: Sagas MUSH - mush.swsagas.net:1138 - www.swsagas.net

Star wars: Sagas is having a grand re-opening the weekend of Fri Sept 14-Sun Sept 16! Join us as we explore the advancement in our timeline, starting in the harrowing days between the destruction of Alderaan and the Battle of Yavin.

We are primarily a D6 pre-gen MUSH, with a fully stocked roster loaded with a variety of character types. From heroes to villains, military personnel to criminals, smugglers to pirates, Imperials to Rebels, we have over a hundred characters to choose from. There's even a chance the character you pick is secretly Force Sensitive!

Don't see someone you like? We now have a player chargen system as well, allowing you to make a character of your own choosing.

In addition to that code, we have a newly added reputation system, economics, space, IC communications, character advancement/+noms, and language. We also have several features, which are well in scale with the rostered characters, yet still true to their canon appearances. 

Stop by and see us! Either telnet to mush.swsagas.net:1138, or visit our Wiki at http://www.swsagas.net/."
"10160","Amsirahc","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jul 06 10:45:53 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10168","Ehlias","Ehlias Cross","Cross","Male","Human","","Unaffiliated","Independent","Love maker.","","Heart breaker.","Thu Dec 17 21:43:50 2009","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10195","Salvo","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jun 24 01:08:56 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10201","Kimelea","Unknown","Kime","Female","Gorvan Horansi","Mutanda","Unaffiliated","Caspar","Combat and Survival Trainer","","See Wiki page","Wed Mar 06 10:44:56 2013","**NONE**","[redacted-email]","**NONE**","","","","'Kime' is pronounced KEE-may. So now you know. :)

In Star Wars MUSH: The Movie, Kime would be played by a marvel of CGI and voiced by someone with a very good purr.

Quote from RP: ""If you want it mangled, get back to me later.""

Kime is a lion.
She does not like being shot.
Where have my toes gone?
--Kizuka

 I have been on SW1 for 23 years, 137 days, 8 hours, 18 minutes, 55 seconds."
"10220","Atlas","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri May 11 15:13:54 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10223","Karsus","Lt. Karsus Novas","KN","Male","Human","Coruscant","Imperial","Imperial Military","Stormtrooper, 203rd","","**NONE**","Sat Dec 02 20:03:02 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10232","BC_Sniklit","**NONE**","acbc","Neuter","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Jun 03 21:11:28 2007","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10233","Shakir","Shakir Tarkona","**NONE**","Male","Twi'lek","Ryloth","Unaffiliated","CSA","Public Relations","Tarkona Enterprises","**NONE**","Mon Nov 13 13:58:49 2006","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10235","Saldo","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jun 24 01:07:41 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10245","Dinek","Din'distombe","**NONE**","Male","Twi'lek","","New Republic","Independent","**NONE**","","**NONE**","Fri Jun 17 20:40:18 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10251","Sheyk","Sheyk","**NONE**","Male","Wookiee","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jul 03 20:52:24 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10265","Wrenn","Wrenn Texxlor","**NONE**","Male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Jun 12 15:53:28 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10268","Hive","**NONE**","h","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Jun 07 22:51:25 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10291","7","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Apr 28 22:47:20 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10294","Diantha","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri May 04 01:19:08 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10295","Serellius","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jun 24 01:07:23 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10296","Minerva","Minerva McGonagall (hah!)","Min","Female","Human","","New Republic","Republic Military","New Republic Faction Head","","Been a MU* admin of varying stripes for over a decade.","Fri Feb 27 09:53:18 2009","**NONE**","[redacted-email]","**NONE**","","","","If you see my IC character Kyrin online, please do not page her for NR admin business unless it's an emergency. She's now strictly RP-only so I can focus proper attention on admin stuff and keep the play separate."
"10297","sandon","**NONE**","**NONE**","male","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Oct 01 17:46:03 2024","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10405","Derek","Derek Freemont","**NONE**","Male","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Aug 15 23:41:54 2011","**NONE**","**NONE**","**NONE**","","","","A simple human man trying to get along in the galaxy"
"10414","Vipus","Vipus Calutron Mikelovich Ramstien Sevas","**NONE**","Male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Thu Jul 30 23:56:48 2015","**NONE**","[redacted-email]","**NONE**","","","","Fear the Madness of a plan coming together!"
"10417","Kaslan","Kaslan'quorn","KQ","Male","Twi'lek","Eriadu","Unaffiliated","CSA","Business manager & Ship's cook","None of my own","**NONE**","Tue Mar 01 04:48:38 2022","[redacted]","Use @mail, please.","[redacted]","Back-ish.","","","Pretendy funtimes or QUIT. :)

Flow: http://cdn.meme.am/instances/57678447.jpg"
"10419","Sheltievsky","Sheltievskya Keirena Dusten","Shel","Female","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Wed Jun 01 21:02:24 2011","**NONE**","[redacted-email]","**NONE**","","","","Wow, haven't been on in decades!! Original Sheltie, Sheltievskya, Keirena Dusten from Caspar"
"10421","Kiare","Kiare Ryshel Quinn-Levvis","Kia","Female","Human","Corellia","Unknown","Caspar","Senior Amabassador, Dept of Foreign Affairs, CDU","","**NONE**","Mon Mar 29 22:14:51 2010","**NONE**","[redacted-email] (yes.. it's a real email)","**NONE**","either sleeping (finally) or trying to experience the realities of life.","","""Duct tape! It's like the Force! It has a dark side and a light side
          and it holds the galaxy together."" --- Gabrielle
 RPCode: R+++H+++I++M-C=A+S++G-P=(+) (www.altrion.org/mush/rpcode.html) 
         roleplay tinyplots building code flirting_ic flirting_ooc !death 
         angst logger log_ok ic ooc","Corellian Knight - Associated with House Lore

*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*

                  Flirting on the MUSH for: 8359d 4h 26m 49s                  
    I have 0 @mail with 0 unread. --- I have been +fingered 1 times today.     

*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*^*"
"10435","xaiam","**NONE**","**NONE**","male","**NONE**","","Imperial","Independent","**NONE**","","**NONE**","Fri Sep 26 10:34:20 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10436","Asherak","**NONE**","**NONE**","F","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jun 22 20:01:59 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10458","Buck","Buck Codgers","Lucky","Male","Human","","Imperial","Independent","Ret. ST (Lance Cpl)","Drinking, Smooching and Combat...sound like Russell Crowe, hun?","        The Rincewind of Stormtroopers. He doesn't scare the Rebellion and he doesn't generally try to. He likes his liquor, he loves the ladies and he ain't afraid to do something (morally) right. Like I said, the Rincewind of Stormtroopers.

        Currently on permanent leave from the Empire after failing a psych evaluation. Yes, even they have no idea what to do with him. He admires the structured life of the Empire, but also the free-thinking and peace loving of the Rebellion. Strange, Strange man indeed. He generally gets along well with other species, who tend to tilt their head at this man as some aren't sure if he's really on the level or just some more lying Imperial scum. After a time, a few incidents and some words spread about that yes, this guy is for real.

        His talents include knowledge in hand-to-hand, small and large arms knowledge, counter insurgency and tactics with some minor training in Intelligence gathering. He is noted to have vast training in 'forced' extradition. In short, he can get in, grab and has a superior talent in running like hell. Again, the Rincewind of Stormtroopers.","Tue Oct 28 01:22:46 2025","**NONE**","[redacted-email]","**NONE**","","","","In ""Star Wars MUSH: The Movie"" Buck would be played by Gil Gerard"
"10460","Taah'loos","Taah'loos Temujin","Talos","Male","**NONE**","Iridonia","**NONE**","**NONE**","Jedi Shadow","","**NONE**","Mon Mar 12 16:45:46 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10461","Indren","Indren aU-Phraxus","Ind","Male","Near Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Feb 25 21:40:10 2007","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10467","fizik","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun May 29 06:36:51 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10476","Lanton","Lanton Cerpo","Lanton","Male","Human","Tatooine","Unaffiliated","CSA","Security - Colonel","CSSD","I may tell you.","Wed Oct 18 18:37:19 2006","[redacted]","**NONE**","**NONE**","@mail me if I'm gone...","","","Ways to make credits! +bg lan 99 -- NovaCome Prices +bg lan 9"
"10495","501-Zed","501-Z-B-22-M-19","zed","Masculine","Droid","Sullust","Unaffiliated","CSA","Private Security","Freelance","+bg Zed 0 for an index.","Tue Jul 21 04:49:44 2009","**NONE**","@mail works fine. If you must know, ask.","**NONE**","","","","GMT Timezone. Usually RP_OK, Always Page_OK."
"10500","Chatillion","**NONE**","**NONE**","Male","Sarian","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue May 31 15:15:47 2016","**NONE**","**NONE**","**NONE**","","","","(Careful, he's ticklish.)"
"10508","Brye","Brye Orroc","**NONE**","male","Near Human","Iridonia","Unaffiliated","Independent","Mercenary","","Brought up on the harsh lands of Iridonia, Brye Orroc was taken up into a ragtag band of marauding mercenaries in his early twenties, briefly after the battle of Endor and spent a number of years traveling and fighting alongside his posse of freelancers. A year ago, the leader of the group and Brye's best friend and mentor was killed in a freak accident on a mission in the mid-rim involving a battery droid and a large volume of explosives. The rest of the group disbanded soon afterwards, leaving Brye without any friends and almost totally penniless.","Sat May 21 12:25:00 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10515","Dhearn'eg","Dhearn'eg",".;';Dh","Male","Nikto","","Unaffiliated","CSA","**NONE**","","**NONE**","Mon Apr 20 15:02:18 2015","**NONE**","No phone.","**NONE**","","","","**NONE**"
"10528","Trassk","Trassk","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Mar 12 14:39:41 2012","**NONE**","[redacted-email]","**NONE**","","","","Trassk, at your service."
"10542","Harmon","Harmon Descept","Harm","Male","Human","","Unaffiliated","Independent","Co-Pilot and Brigand","","**NONE**","Fri May 11 05:47:59 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10543","Borre","Borre Bweep","**NONE**","male","Verpine","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu May 11 07:34:18 2017","**NONE**","**NONE**","**NONE**","","","","Re-Newbing!"
"10545","Patrick","Patrick Wu-Fuon Li","**NONE**","Male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Fri May 20 23:11:55 2011","**NONE**","","**NONE**","","","","**NONE**"
"10557","Zeebo","Zeebo Bex","Unknown","Male","Rodian","Rodia","Unaffiliated","Independent","Gunslinger","","Zeebo Bex is listed as a Journeyman Hunter with the Rodian Hunter Registry. He is known to sell his blaster to provide security or to collect debts from deadbeats. He enjoys hunting big game across the galaxy for sport.","Tue Jul 04 23:30:28 2023","[redacted]","@Mail Zeebo","[redacted]","","","","This gun's for hire, Even if we're just dancin' in the dark."
"10570","Tivadar","Tivadar Delgard","Tiv","male","Human","Corellia","New Republic","Independent","Fighter Pilot","","If you want a copy tell me and I'll email when I have spare time to.","Fri Nov 18 20:26:27 2005","**NONE**","**NONE**","**NONE**","","","","Back .. for the third time."
"10572","Tarkadal","Tarkadal Lotharn","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat May 06 12:01:46 2017","**NONE**","[redacted-email]","**NONE**","","","","Nothing to see here yet."
"10604","Balas","Kray Balas","kb","Male","Human","Coruscant","Imperial","Independent","Advisor","Imperial Ambassador","A recently christened Imperial Advisor, Kray Balas comes from a political family and has been chosen to represent the Emperor in various political arenas. What little has been seen of him so far indicates he is soft spoken if direct and somewhat bureaucratic-minded.","Mon May 06 22:11:42 2013","**NONE**","**NONE**","[redacted]","","","","**NONE**"
"10618","Karas","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Oct 16 03:23:18 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10643","Optimus","Optimus Prime","Prime","Male","Gremlin","","Management","**NONE**","Newbie Helper","","**NONE**","Sun Nov 04 09:11:59 2007","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"10645","Omelia","Omeliaseawinder-orlianyios","Mel","Female","Squib","Skor II","Unaffiliated","Independent","Chef/Cook","","**NONE**","Thu Jan 12 17:18:51 2017","**NONE**","**NONE**","**NONE**","","","","Respect the squib!"
"10653","isaac","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Apr 29 21:52:53 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10660","Pure","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu May 19 06:05:20 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10662","Nantosuelta","**NONE**","amb","Female","Near Human","","Unaffiliated","**NONE**","**NONE**","","**NONE**","Fri Feb 16 12:09:41 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10700","Toola","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat May 06 05:08:57 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10708","Lauranne","Lauranne Tremichall","Laure","Female","Human","Coruscant","Imperial","Independent","Lieutenant","","**NONE**","Mon Jul 26 13:40:47 2010","**NONE**","[redacted-email]","[redacted]","","","","-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-
     I have 0 read @mails, and 0 unread. I have been fingered 1 times today.     
                     I have been here for 22y 363d  6h 50m 22s
                          Which is 8393d  6h 50m 22s.                           
 -=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-"
"10721","BC_BloodDragon","**NONE**","dragons","**NONE**","**NONE**","","Unaffiliated","Independent","Builder/Coder","","1: A brief IC history of the Dragons
2: Blood Dragons mandate
3: Publicly available information","Mon Oct 15 18:08:31 2007","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10733","Ka'una","Ka'una La","ku","Female","Twi'lek","Ryloth","Unknown","Unknown","Head Of Engineering, Angry Rancor","Adventure Cruiselines","**NONE**","Thu Aug 24 02:22:46 2017","[redacted]","[redacted-email]","**NONE**","","","","The Angry Rancor is currently at Corellia
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded May 2011"
"10752","Lyssia","Lyssia Cybele","Lys","female","Human","Corellia","Unaffiliated","Independent","Troublemaker","","Oh, come on now, isn't the fun in finding out?","Mon Nov 03 08:01:59 2025","**NONE**","@mail Preferred","**NONE**","","","","""I generally avoid temptation unless I can't resist it."" -Mae West"
"10770","Rince","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun May 10 21:54:55 2015","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"10797","Talo","Bec Talo","**NONE**","Male","Human","","Unaffiliated","CSA","**NONE**","","**NONE**","Wed Jun 03 07:25:09 2015","**NONE**","**NONE**","**NONE**","","","","This gun's for hire."
"10823","blueray","**NONE**","**NONE**","male","Wookiee","","New Republic","**NONE**","**NONE**","","**NONE**","Thu Apr 26 08:52:37 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10825","Shadow","Adam Shadow","Shad","Male","Human","Corellia","Unaffiliated","Caspar","CDU NAA Captain: Fate Squadron CO","","http://sw1mush.wikia.com/wiki/Adam_Shadow","Wed Apr 29 20:07:42 2009","**NONE**","[redacted-email]","**NONE**","You just missed me. Try @mail. :)","","","Making Space dangerous..."
"10833","Armith","**NONE**","**NONE**","Male","Human","","New Republic","Republic Military","New Republic Consultant","","**NONE**","Sun Sep 30 22:51:09 2007","**NONE**","**NONE**","**NONE**","","","","The world may be round, but the internet is flat. If you go to far in any direction you could fall off and enter some dark and twisted places."
"10857","Isk","Isk","**NONE**","Male","Sluissi","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jul 09 20:12:51 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10865","Celeste","Celestes Elendir","Ce","Female","Human","Bakura","Unknown","Unknown","Unknown","","Please see +Background Celeste 2","Sun Dec 25 20:05:30 2005","[redacted]","[redacted-email]","[redacted]","The orchids bloom no more east of the sea.","","","Oft hope is born, when all is forlorn."
"10879","Scott","Scott Anthony Hall","**NONE**","male","Human","Tatooine","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Jun 19 06:14:07 2011","**NONE**","**NONE**","[redacted]","","","","Player is a bit slow at typing, and tends to typo a lot. The T on my laptop is missing. It works, but it doesn't always register, and I don't always catch it. Among other typos as well. I am ADD, I tend to do things between poses, either at the computer, or AFK. If I think I'll be gone longer then about 5 minutes, I'll let people know.. usually ahead of time, unless I can't help it, then I will appologize and explain upon my return. With 2 dogs and a cat, the cat especially, who like to get into trouble.. they cause the most AFKs."
"10887","Dain","Ewan Dain","Ewan","Male","Human","Corellia","New Republic","CSA","Councillor Candidate","Tralus Politics","Dain's background is an eclectic one. He was the founder of Starlight Studios, worked as a Hutt Major Domo on Nar Shaddaa, was Director of NRI, CorSec, and did a stint as Governor of Corellia. He is currently Station Chief for New Republic Intelligence's Outer Rim Territories.","Sun Jul 23 23:48:02 2023","**NONE**","<SKILL> Dain rolls a 45 for his BARGAIN skill. A Heroic roll!","[redacted]","","","I was thinking of the immortal words of Socrates, who said: ""I drank what?""
 
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded June 2006","                               A Scoundrel For:                               
                         23 years, 4 months, 25 days,                         
                      20 hours, 47 minutes, 43 seconds.                       
 Actor: Owen Wilson
 Drinking Buddies: Harrison Ford, Robert Downey Jr. and Danny Pudi
 Theme Song: Solo: A Star Wars Story: https://www.youtube.com/watch?v=Il9DSeMNAnU"
"10917","Dyschord","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Apr 24 18:14:07 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10918","Hrassk","Hrassk Vendrig","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Apr 24 09:52:43 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10920","Ansforth","Ansforth Democlese","ans","Male","Human","","Imperial","Independent","Butt-Kicker","","Grouchy, mean spirited, storm trooper from Bespin.","Mon May 02 18:59:39 2011","**NONE**","[redacted-email]","**NONE**","","","","TK-4460, 501st Legion, 4th Cohort, 4th Century, 6th's Squad. Squad CO. Former unit translation officer. Marksman 1st class. Younger brother of a human gone traitor to the Rebellion. Fixated on human supremacy and the soverign rule of the Galactic Empire. Renowned for his burning hatred for the so called New Republic, and his particularly brutal methods in dealing with them and sympathizers. Once more contemplative, Ansforth has developed a deep rooted zeal to restore the Empire that has gained him notice amongst Imperial command and the ISB itself.
 Themes: Conflict, Disturbed. Imperial March: Rage Mix, Lucas Arts. Everlast, So Long. Billy Talent, Red Flag.
 Quotes: ""To subcome to pandering to weak species, and weaker politics is to allow society to rot from within."" 
        -- At Carida Academy, Lecture to new recruits. 
 ""He is my brother, unfortunate as it is, but he is also my family's shame, Emtral will become an example of those who betray the Empire to xeno scum..."" 
        -- ISB recording of casual conversation between Ansforth and TK-8337. 
 ""I did not come here to liberate Quarren, or to show them the protective nature of The Empire. I came to crush the Rebel scum who would call themselves kings and queens of our galaxy, the Civil War is simply an excellent tool..."" 
        -- Morjanssik Tactical Center, Address to Storm Trooper units present at briefing."
"10936","Jareth","Goblin King","UwWiz","Male","David Bowie","","Management","**NONE**","Underworld Wiz","","Just fear me, love me, do as I say, and I will be your slave.","Mon Mar 10 23:17:48 2008","**NONE**","[redacted-email]","[redacted]","","","","**NONE**"
"10944","Antaeus","Antaeus Helauk","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Aug 02 23:52:13 2012","**NONE**","None","**NONE**","","","","Mmmm, Star Wars: Crunchy on the outside, chewey in the middle!"
"10959","Dossken","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Apr 22 06:26:47 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
